GEO_ID,State ID,County ID,Census Tract ID,NAME,State Total,Total Non-White,Unemployment Rate Ages 16+,Total Population,Total Population Under 5,Total Population over 64,Total Households,Total Households Below Poverty,Estimate!!Total!!All households,Estimate!!Limited English-speaking households!!All households,Total Households,Housing Burdened Homes,Total,Total Less Than High School Education
1400000US37067001800,37,67,37067001800,"Census Tract 18, Forsyth County, North Carolina",4277,4087,2.3,4277,166,653,1561,227,1561,39,1166,129,2836,576
1400000US37067001901,37,67,37067001901,"Census Tract 19.01, Forsyth County, North Carolina",1675,1371,2.3,1675,78,206,587,200,587,51,198,61,1047,383
1400000US37067001902,37,67,37067001902,"Census Tract 19.02, Forsyth County, North Carolina",2124,1004,0.9,2124,53,217,882,140,882,75,464,67,1530,239
1400000US37067002001,37,67,37067002001,"Census Tract 20.01, Forsyth County, North Carolina",2328,1801,6.7,2328,74,280,887,312,887,50,538,186,1478,360
1400000US37067002002,37,67,37067002002,"Census Tract 20.02, Forsyth County, North Carolina",4287,3525,9.1,4287,140,524,1631,285,1631,110,708,242,2511,938
1400000US37067002100,37,67,37067002100,"Census Tract 21, Forsyth County, North Carolina",2233,461,5,2233,137,533,975,99,975,0,684,69,1685,94
1400000US37067002200,37,67,37067002200,"Census Tract 22, Forsyth County, North Carolina",3580,783,1.7,3580,189,624,1757,110,1757,99,1011,117,2913,166
1400000US37067002501,37,67,37067002501,"Census Tract 25.01, Forsyth County, North Carolina",2706,221,6.5,2706,109,426,1131,37,1131,0,912,173,1891,48
1400000US37067002502,37,67,37067002502,"Census Tract 25.02, Forsyth County, North Carolina",3159,167,3.9,3159,93,791,1269,59,1269,0,1074,132,2314,26
1400000US37067002601,37,67,37067002601,"Census Tract 26.01, Forsyth County, North Carolina",2845,543,3.1,2845,144,953,1194,20,1194,2,1043,73,2170,198
1400000US37067002604,37,67,37067002604,"Census Tract 26.04, Forsyth County, North Carolina",5703,1650,1.1,5703,312,731,1951,143,1951,39,1627,315,3604,167
1400000US37067002605,37,67,37067002605,"Census Tract 26.05, Forsyth County, North Carolina",1930,690,4.1,1930,77,400,1031,108,1031,0,528,106,1419,78
1400000US37067002606,37,67,37067002606,"Census Tract 26.06, Forsyth County, North Carolina",3896,1535,9.2,3896,49,885,1697,119,1697,28,1167,180,3059,297
1400000US37067002701,37,67,37067002701,"Census Tract 27.01, Forsyth County, North Carolina",7212,5828,3,7212,627,518,2518,388,2518,100,1305,172,4747,872
1400000US37067002702,37,67,37067002702,"Census Tract 27.02, Forsyth County, North Carolina",4763,3483,9.8,4763,96,920,2512,448,2512,75,453,52,3934,496
1400000US37067002704,37,67,37067002704,"Census Tract 27.04, Forsyth County, North Carolina",2192,1780,4.2,2192,38,273,1258,294,1258,0,150,32,1532,109
1400000US37067002705,37,67,37067002705,"Census Tract 27.05, Forsyth County, North Carolina",2886,1697,6.3,2886,136,368,1386,441,1386,0,43,0,1579,117
1400000US37067002801,37,67,37067002801,"Census Tract 28.01, Forsyth County, North Carolina",4825,771,2.6,4825,205,816,1820,146,1820,0,1633,246,3474,247
1400000US37067002804,37,67,37067002804,"Census Tract 28.04, Forsyth County, North Carolina",4090,2453,8.1,4090,173,734,1450,167,1450,31,1174,232,2817,377
1400000US37067002806,37,67,37067002806,"Census Tract 28.06, Forsyth County, North Carolina",2869,2121,11.1,2869,140,503,1259,267,1259,16,375,51,1914,331
1400000US37067002807,37,67,37067002807,"Census Tract 28.07, Forsyth County, North Carolina",5234,1507,3.7,5234,166,1145,2274,213,2274,0,1951,411,4246,452
1400000US37067002808,37,67,37067002808,"Census Tract 28.08, Forsyth County, North Carolina",4034,1123,2.8,4034,242,589,1631,164,1631,0,1219,255,2839,390
1400000US37067002809,37,67,37067002809,"Census Tract 28.09, Forsyth County, North Carolina",3236,1466,5.4,3236,100,685,1230,42,1230,0,1090,208,2357,234
1400000US37067002901,37,67,37067002901,"Census Tract 29.01, Forsyth County, North Carolina",4815,2353,6.3,4815,712,850,1735,320,1735,31,1205,272,3177,518
1400000US37067002903,37,67,37067002903,"Census Tract 29.03, Forsyth County, North Carolina",4005,1624,10.8,4005,310,489,1276,309,1276,0,912,145,2490,723
1400000US37067002904,37,67,37067002904,"Census Tract 29.04, Forsyth County, North Carolina",1958,219,5.1,1958,73,433,889,97,889,0,746,105,1484,249
1400000US37067003002,37,67,37067003002,"Census Tract 30.02, Forsyth County, North Carolina",4413,2596,8.9,4413,130,1051,1678,292,1678,21,1382,426,3218,569
1400000US37067003003,37,67,37067003003,"Census Tract 30.03, Forsyth County, North Carolina",3838,1217,1.5,3838,134,370,1311,156,1311,0,986,169,2450,407
1400000US37067003004,37,67,37067003004,"Census Tract 30.04, Forsyth County, North Carolina",3682,672,5.6,3682,187,917,1510,90,1510,0,1048,70,2734,135
1400000US37067003103,37,67,37067003103,"Census Tract 31.03, Forsyth County, North Carolina",5453,947,2.7,5453,291,830,2249,104,2249,0,1912,287,4078,209
1400000US37067003105,37,67,37067003105,"Census Tract 31.05, Forsyth County, North Carolina",3590,620,6.8,3590,113,679,1307,231,1307,5,1065,274,2341,338
1400000US37067003106,37,67,37067003106,"Census Tract 31.06, Forsyth County, North Carolina",3588,276,7,3588,309,649,1339,141,1339,0,1246,226,2480,332
1400000US37067003107,37,67,37067003107,"Census Tract 31.07, Forsyth County, North Carolina",4057,955,6.5,4057,215,817,1729,154,1729,37,1176,201,2926,168
1400000US37067003108,37,67,37067003108,"Census Tract 31.08, Forsyth County, North Carolina",3869,1509,4.4,3869,236,639,1487,276,1487,161,993,194,2530,652
1400000US37067003201,37,67,37067003201,"Census Tract 32.01, Forsyth County, North Carolina",5276,1713,4.3,5276,330,942,2080,229,2080,0,1520,343,3843,315
1400000US37067003202,37,67,37067003202,"Census Tract 32.02, Forsyth County, North Carolina",4362,2052,3,4362,134,756,1907,403,1907,26,993,132,2739,348
1400000US37067003307,37,67,37067003307,"Census Tract 33.07, Forsyth County, North Carolina",4041,1173,2.4,4041,373,711,1550,116,1550,75,852,151,2690,137
1400000US37067003308,37,67,37067003308,"Census Tract 33.08, Forsyth County, North Carolina",8529,2236,2.9,8529,695,1361,2896,78,2896,1,2541,263,5810,380
1400000US37067003309,37,67,37067003309,"Census Tract 33.09, Forsyth County, North Carolina",4881,3282,3.7,4881,348,845,2053,371,2053,106,1400,451,3136,426
1400000US37067003310,37,67,37067003310,"Census Tract 33.10, Forsyth County, North Carolina",4753,3040,9.8,4753,289,345,1593,119,1593,21,1229,282,2835,344
1400000US37067003311,37,67,37067003311,"Census Tract 33.11, Forsyth County, North Carolina",2074,698,2.2,2074,124,342,733,42,733,0,638,121,1472,65
1400000US37067003312,37,67,37067003312,"Census Tract 33.12, Forsyth County, North Carolina",4021,1014,4.4,4021,161,1008,1810,249,1810,40,1198,62,3055,341
1400000US37067003313,37,67,37067003313,"Census Tract 33.13, Forsyth County, North Carolina",1373,323,3.8,1373,75,274,488,47,488,4,426,47,928,109
1400000US37067003314,37,67,37067003314,"Census Tract 33.14, Forsyth County, North Carolina",3331,942,4.6,3331,106,775,1544,99,1544,7,1110,57,2386,94
1400000US37067003315,37,67,37067003315,"Census Tract 33.15, Forsyth County, North Carolina",3459,925,1.6,3459,151,913,1836,189,1836,12,827,186,2678,268
1400000US37067003402,37,67,37067003402,"Census Tract 34.02, Forsyth County, North Carolina",3161,634,2.4,3161,87,534,1101,140,1101,0,917,136,2174,263
1400000US37067003403,37,67,37067003403,"Census Tract 34.03, Forsyth County, North Carolina",2533,1937,5.6,2533,249,180,1054,317,1054,176,376,60,1528,177
1400000US37067003404,37,67,37067003404,"Census Tract 34.04, Forsyth County, North Carolina",4353,3953,7.2,4353,390,330,1428,521,1428,65,527,232,2172,537
1400000US37067003500,37,67,37067003500,"Census Tract 35, Forsyth County, North Carolina",8000,5705,7.7,8000,783,931,2890,1033,2890,233,1435,448,4461,1045
1400000US37067003600,37,67,37067003600,"Census Tract 36, Forsyth County, North Carolina",7579,4557,1.7,7579,684,759,2571,301,2571,92,1662,309,4966,678
1400000US37067003701,37,67,37067003701,"Census Tract 37.01, Forsyth County, North Carolina",4495,3045,0.2,4495,425,250,2059,722,2059,26,481,109,2791,608
1400000US37067003702,37,67,37067003702,"Census Tract 37.02, Forsyth County, North Carolina",5829,2886,5.9,5829,534,1048,2198,169,2198,134,1611,250,4047,521
1400000US37067003703,37,67,37067003703,"Census Tract 37.03, Forsyth County, North Carolina",8470,4343,7.3,8470,601,791,3358,177,3358,20,2156,365,5538,690
1400000US37067003803,37,67,37067003803,"Census Tract 38.03, Forsyth County, North Carolina",4670,2384,4.7,4670,206,686,2050,287,2050,0,1342,295,3252,31
1400000US37067003804,37,67,37067003804,"Census Tract 38.04, Forsyth County, North Carolina",4477,1054,1.2,4477,220,1116,2471,299,2471,0,1415,249,3811,71
1400000US37067003805,37,67,37067003805,"Census Tract 38.05, Forsyth County, North Carolina",6540,3132,6.1,6540,442,830,2859,501,2859,73,1338,334,4525,360
1400000US37067003806,37,67,37067003806,"Census Tract 38.06, Forsyth County, North Carolina",3600,1131,11.2,3600,184,520,1154,200,1154,0,924,327,2142,124
1400000US37067003903,37,67,37067003903,"Census Tract 39.03, Forsyth County, North Carolina",4167,1693,6.9,4167,294,368,1996,403,1996,161,800,286,2993,382
1400000US37067003904,37,67,37067003904,"Census Tract 39.04, Forsyth County, North Carolina",6156,1763,0.7,6156,302,1188,2858,153,2858,26,1569,223,4752,213
1400000US37067003905,37,67,37067003905,"Census Tract 39.05, Forsyth County, North Carolina",4530,1739,6.2,4530,204,924,2428,192,2428,105,906,78,3325,116
1400000US37067003906,37,67,37067003906,"Census Tract 39.06, Forsyth County, North Carolina",3729,586,3.8,3729,156,743,1351,38,1351,50,1260,138,2714,76
1400000US37067003908,37,67,37067003908,"Census Tract 39.08, Forsyth County, North Carolina",3647,543,5.1,3647,191,697,1251,47,1251,16,1118,128,2347,7
1400000US37067003909,37,67,37067003909,"Census Tract 39.09, Forsyth County, North Carolina",3815,553,3.4,3815,110,689,1700,92,1700,0,1424,292,2836,30
1400000US37067004005,37,67,37067004005,"Census Tract 40.05, Forsyth County, North Carolina",4634,552,3.2,4634,279,1238,1931,64,1931,16,1713,240,3485,117
1400000US37067004007,37,67,37067004007,"Census Tract 40.07, Forsyth County, North Carolina",8036,2097,6.9,8036,390,1486,2815,228,2815,0,2522,355,5381,122
1400000US37067004009,37,67,37067004009,"Census Tract 40.09, Forsyth County, North Carolina",4695,1314,4.9,4695,273,796,1673,92,1673,0,1580,221,3057,103
1400000US37067004010,37,67,37067004010,"Census Tract 40.10, Forsyth County, North Carolina",4641,1209,1,4641,347,623,1979,49,1979,230,1179,85,3385,120
1400000US37067004011,37,67,37067004011,"Census Tract 40.11, Forsyth County, North Carolina",5991,779,1.5,5991,488,875,2212,78,2212,13,1600,252,3828,189
1400000US37067004012,37,67,37067004012,"Census Tract 40.12, Forsyth County, North Carolina",5746,938,8.3,5746,299,1031,2200,45,2200,55,1693,304,3947,232
1400000US37067004013,37,67,37067004013,"Census Tract 40.13, Forsyth County, North Carolina",3730,1129,3.5,3730,238,560,1395,168,1395,70,844,239,2505,125
1400000US37067004014,37,67,37067004014,"Census Tract 40.14, Forsyth County, North Carolina",3513,499,2.6,3513,52,768,1644,89,1644,15,1150,159,2753,164
1400000US37067004015,37,67,37067004015,"Census Tract 40.15, Forsyth County, North Carolina",4780,1499,5.5,4780,293,947,1934,179,1934,96,1444,206,3384,203
1400000US37067004102,37,67,37067004102,"Census Tract 41.02, Forsyth County, North Carolina",2823,470,3.4,2823,141,797,1196,148,1196,7,1074,329,2157,250
1400000US37067004103,37,67,37067004103,"Census Tract 41.03, Forsyth County, North Carolina",4766,1184,2.7,4766,297,867,1647,85,1647,8,1261,138,3196,47
1400000US37067004104,37,67,37067004104,"Census Tract 41.04, Forsyth County, North Carolina",4179,1044,3.5,4179,281,799,1492,127,1492,0,1362,254,2798,29
1400000US37069060100,37,69,37069060100,"Census Tract 601, Franklin County, North Carolina",5180,2120,11.1,5180,323,1134,1997,198,1997,15,1539,309,3720,680
1400000US37069060200,37,69,37069060200,"Census Tract 602, Franklin County, North Carolina",3299,759,3.2,3299,115,760,1515,278,1515,0,1110,144,2498,519
1400000US37069060301,37,69,37069060301,"Census Tract 603.01, Franklin County, North Carolina",5511,3220,9.2,5511,105,1089,1937,203,1937,49,1133,315,3743,667
1400000US37069060302,37,69,37069060302,"Census Tract 603.02, Franklin County, North Carolina",2253,1564,15.7,2253,151,424,848,180,848,36,432,85,1532,302
1400000US37069060401,37,69,37069060401,"Census Tract 604.01, Franklin County, North Carolina",2980,1299,2,2980,236,451,1206,140,1206,0,916,129,2052,247
1400000US37069060403,37,69,37069060403,"Census Tract 604.03, Franklin County, North Carolina",2480,868,9.6,2480,178,282,875,283,875,67,615,77,1535,212
1400000US37069060404,37,69,37069060404,"Census Tract 604.04, Franklin County, North Carolina",2124,1461,9.5,2124,128,458,939,126,939,1,665,192,1558,293
1400000US37069060501,37,69,37069060501,"Census Tract 605.01, Franklin County, North Carolina",8693,2666,9.1,8693,488,1339,3339,182,3339,104,2711,437,6150,626
1400000US37069060502,37,69,37069060502,"Census Tract 605.02, Franklin County, North Carolina",9186,2369,4.9,9186,433,989,3500,173,3500,11,3009,370,6362,366
1400000US37069060601,37,69,37069060601,"Census Tract 606.01, Franklin County, North Carolina",3232,780,0,3232,213,468,1079,72,1079,0,823,87,2216,68
1400000US37069060602,37,69,37069060602,"Census Tract 606.02, Franklin County, North Carolina",6847,1974,7.3,6847,303,1038,2502,433,2502,0,1801,480,4688,490
1400000US37069060701,37,69,37069060701,"Census Tract 607.01, Franklin County, North Carolina",1353,719,3.6,1353,130,167,512,44,512,100,401,105,809,261
1400000US37069060702,37,69,37069060702,"Census Tract 607.02, Franklin County, North Carolina",2363,956,0,2363,251,878,932,198,932,0,553,68,1806,525
1400000US37069060703,37,69,37069060703,"Census Tract 607.03, Franklin County, North Carolina",2488,278,3.2,2488,35,582,1027,82,1027,0,927,116,1898,121
1400000US37069060801,37,69,37069060801,"Census Tract 608.01, Franklin County, North Carolina",4313,2119,4.4,4313,233,752,1560,147,1560,15,1265,209,3237,362
1400000US37069060802,37,69,37069060802,"Census Tract 608.02, Franklin County, North Carolina",5296,1963,5.1,5296,407,578,1705,95,1705,69,1329,332,3365,627
1400000US37071030103,37,71,37071030103,"Census Tract 301.03, Gaston County, North Carolina",1304,17,1.4,1304,87,291,543,86,543,0,478,101,908,74
1400000US37071030104,37,71,37071030104,"Census Tract 301.04, Gaston County, North Carolina",2130,543,4.1,2130,120,315,742,35,742,20,667,178,1669,130
1400000US37071030105,37,71,37071030105,"Census Tract 301.05, Gaston County, North Carolina",3178,863,7.6,3178,108,396,1137,77,1137,21,860,105,2335,211
1400000US37071030106,37,71,37071030106,"Census Tract 301.06, Gaston County, North Carolina",1113,141,0,1113,0,224,483,9,483,0,430,2,859,17
1400000US37071030205,37,71,37071030205,"Census Tract 302.05, Gaston County, North Carolina",4139,688,2.1,4139,338,702,1503,81,1503,18,1093,141,2769,287
1400000US37071030206,37,71,37071030206,"Census Tract 302.06, Gaston County, North Carolina",2475,1066,8.3,2475,145,208,829,88,829,0,819,239,1546,94
1400000US37071030207,37,71,37071030207,"Census Tract 302.07, Gaston County, North Carolina",1010,42,12.7,1010,70,433,431,46,431,0,379,32,784,123
1400000US37071030208,37,71,37071030208,"Census Tract 302.08, Gaston County, North Carolina",605,22,7.4,605,6,152,220,6,220,0,214,33,487,76
1400000US37071030209,37,71,37071030209,"Census Tract 302.09, Gaston County, North Carolina",1788,245,2.9,1788,99,370,789,44,789,0,683,89,1428,129
1400000US37071030301,37,71,37071030301,"Census Tract 303.01, Gaston County, North Carolina",2530,218,2.8,2530,161,376,1025,167,1025,0,747,88,1884,364
1400000US37071030302,37,71,37071030302,"Census Tract 303.02, Gaston County, North Carolina",2329,517,6.9,2329,133,419,1120,188,1120,0,725,201,1813,276
1400000US37071030401,37,71,37071030401,"Census Tract 304.01, Gaston County, North Carolina",4336,175,1.7,4336,201,680,1751,207,1751,0,1562,231,3198,390
1400000US37071030403,37,71,37071030403,"Census Tract 304.03, Gaston County, North Carolina",2358,493,7.5,2358,40,453,782,109,782,0,622,74,1761,556
1400000US37071030404,37,71,37071030404,"Census Tract 304.04, Gaston County, North Carolina",2194,418,0,2194,63,255,690,34,690,0,599,112,1624,160
1400000US37071030501,37,71,37071030501,"Census Tract 305.01, Gaston County, North Carolina",2738,388,2.8,2738,293,383,936,133,936,0,703,161,1686,133
1400000US37071030503,37,71,37071030503,"Census Tract 305.03, Gaston County, North Carolina",2062,216,4,2062,75,310,878,61,878,0,751,59,1658,305
1400000US37071030504,37,71,37071030504,"Census Tract 305.04, Gaston County, North Carolina",1436,121,5.9,1436,60,211,618,68,618,0,524,61,1036,76
1400000US37071030601,37,71,37071030601,"Census Tract 306.01, Gaston County, North Carolina",2314,154,2.7,2314,116,497,947,135,947,0,662,93,1683,145
1400000US37071030602,37,71,37071030602,"Census Tract 306.02, Gaston County, North Carolina",2556,262,4.3,2556,220,505,1080,205,1080,6,858,225,1720,314
1400000US37071030700,37,71,37071030700,"Census Tract 307, Gaston County, North Carolina",3681,468,2.6,3681,141,597,1385,283,1385,9,833,160,2297,212
1400000US37071030801,37,71,37071030801,"Census Tract 308.01, Gaston County, North Carolina",1774,105,6.3,1774,87,329,648,113,648,0,560,73,1289,177
1400000US37071030802,37,71,37071030802,"Census Tract 308.02, Gaston County, North Carolina",3901,703,4.3,3901,283,551,1628,210,1628,8,758,158,2489,531
1400000US37071030901,37,71,37071030901,"Census Tract 309.01, Gaston County, North Carolina",2714,815,3.8,2714,68,564,1182,312,1182,26,701,194,2038,261
1400000US37071030902,37,71,37071030902,"Census Tract 309.02, Gaston County, North Carolina",4898,3389,6.1,4898,492,661,1545,157,1545,10,1001,258,2975,436
1400000US37071031001,37,71,37071031001,"Census Tract 310.01, Gaston County, North Carolina",3072,1205,5.5,3072,109,536,1192,271,1192,40,844,223,2082,555
1400000US37071031004,37,71,37071031004,"Census Tract 310.04, Gaston County, North Carolina",3025,826,4.3,3025,151,571,1363,240,1363,0,722,140,2195,233
1400000US37071031005,37,71,37071031005,"Census Tract 310.05, Gaston County, North Carolina",2346,311,6.3,2346,93,389,1042,39,1042,0,945,120,1814,241
1400000US37071031006,37,71,37071031006,"Census Tract 310.06, Gaston County, North Carolina",1481,295,10.7,1481,160,397,635,12,635,0,483,12,1164,111
1400000US37071031101,37,71,37071031101,"Census Tract 311.01, Gaston County, North Carolina",3405,1201,5.2,3405,198,302,1326,261,1326,23,826,112,2270,396
1400000US37071031102,37,71,37071031102,"Census Tract 311.02, Gaston County, North Carolina",2235,695,16.3,2235,85,309,1023,98,1023,22,361,54,1541,159
1400000US37071031202,37,71,37071031202,"Census Tract 312.02, Gaston County, North Carolina",2539,592,15.1,2539,164,283,941,124,941,30,484,135,1418,109
1400000US37071031203,37,71,37071031203,"Census Tract 312.03, Gaston County, North Carolina",1801,244,7.1,1801,175,158,784,33,784,0,517,46,1309,27
1400000US37071031204,37,71,37071031204,"Census Tract 312.04, Gaston County, North Carolina",1661,33,0,1661,0,225,714,97,714,0,388,16,1198,168
1400000US37071031301,37,71,37071031301,"Census Tract 313.01, Gaston County, North Carolina",4497,2045,6.4,4497,330,540,1591,151,1591,20,1007,134,2784,323
1400000US37071031303,37,71,37071031303,"Census Tract 313.03, Gaston County, North Carolina",1942,868,7.2,1942,73,236,722,218,722,32,243,24,1351,302
1400000US37071031304,37,71,37071031304,"Census Tract 313.04, Gaston County, North Carolina",2816,833,6,2816,123,391,1225,260,1225,10,916,265,1992,296
1400000US37071031401,37,71,37071031401,"Census Tract 314.01, Gaston County, North Carolina",2922,1324,1.8,2922,351,405,1099,142,1099,60,529,197,1924,464
1400000US37071031402,37,71,37071031402,"Census Tract 314.02, Gaston County, North Carolina",2463,353,8.3,2463,109,574,971,85,971,0,806,84,1823,264
1400000US37071031500,37,71,37071031500,"Census Tract 315, Gaston County, North Carolina",4307,2565,4.6,4307,437,531,1540,492,1540,39,453,130,2523,647
1400000US37071031600,37,71,37071031600,"Census Tract 316, Gaston County, North Carolina",3798,896,4.5,3798,156,549,1326,201,1326,0,730,65,2744,538
1400000US37071031703,37,71,37071031703,"Census Tract 317.03, Gaston County, North Carolina",3169,1347,9,3169,298,413,1123,206,1123,0,888,197,2218,414
1400000US37071031704,37,71,37071031704,"Census Tract 317.04, Gaston County, North Carolina",4170,1069,14.6,4170,112,668,1612,262,1612,42,1182,193,2959,539
1400000US37071031705,37,71,37071031705,"Census Tract 317.05, Gaston County, North Carolina",1796,447,2.2,1796,83,235,666,67,666,0,540,121,1224,247
1400000US37071031706,37,71,37071031706,"Census Tract 317.06, Gaston County, North Carolina",1279,138,10.4,1279,83,264,475,86,475,0,383,53,928,130
1400000US37071031800,37,71,37071031800,"Census Tract 318, Gaston County, North Carolina",3396,2559,8.7,3396,336,456,1215,295,1215,5,701,246,2003,391
1400000US37071031901,37,71,37071031901,"Census Tract 319.01, Gaston County, North Carolina",676,529,13.6,676,28,33,248,94,248,27,38,12,425,50
1400000US37071031902,37,71,37071031902,"Census Tract 319.02, Gaston County, North Carolina",1478,1263,38.8,1478,14,318,731,266,731,0,299,157,973,307
1400000US37071032000,37,71,37071032000,"Census Tract 320, Gaston County, North Carolina",2959,1759,4,2959,223,241,1073,217,1073,31,372,69,2099,522
1400000US37071032100,37,71,37071032100,"Census Tract 321, Gaston County, North Carolina",2823,1709,5.5,2823,140,497,1093,241,1093,71,226,104,1935,305
1400000US37071032201,37,71,37071032201,"Census Tract 322.01, Gaston County, North Carolina",2516,518,3.1,2516,52,593,1295,170,1295,0,658,69,2071,136
1400000US37071032202,37,71,37071032202,"Census Tract 322.02, Gaston County, North Carolina",2038,358,5.8,2038,155,223,863,55,863,10,509,110,1459,109
1400000US37071032301,37,71,37071032301,"Census Tract 323.01, Gaston County, North Carolina",3595,930,3.4,3595,173,377,1499,114,1499,32,701,89,2687,233
1400000US37071032302,37,71,37071032302,"Census Tract 323.02, Gaston County, North Carolina",3172,940,1.1,3172,301,714,1300,338,1300,5,748,195,2173,365
1400000US37071032403,37,71,37071032403,"Census Tract 324.03, Gaston County, North Carolina",2733,150,14.7,2733,215,507,990,156,990,20,723,49,1963,105
1400000US37071032404,37,71,37071032404,"Census Tract 324.04, Gaston County, North Carolina",3584,641,0.5,3584,168,384,1432,171,1432,15,1056,315,2411,149
1400000US37071032405,37,71,37071032405,"Census Tract 324.05, Gaston County, North Carolina",3033,431,5.3,3033,189,509,1065,10,1065,0,1002,241,2096,12
1400000US37071032406,37,71,37071032406,"Census Tract 324.06, Gaston County, North Carolina",2216,257,0.3,2216,61,240,735,33,735,7,698,106,1373,93
1400000US37071032505,37,71,37071032505,"Census Tract 325.05, Gaston County, North Carolina",3688,2209,6.7,3688,233,473,1718,213,1718,17,666,159,2575,217
1400000US37071032506,37,71,37071032506,"Census Tract 325.06, Gaston County, North Carolina",3507,1657,3.8,3507,108,412,1524,218,1524,89,503,54,2501,397
1400000US37071032507,37,71,37071032507,"Census Tract 325.07, Gaston County, North Carolina",3910,1520,0.5,3910,207,597,1473,36,1473,30,1322,168,2750,144
1400000US37071032508,37,71,37071032508,"Census Tract 325.08, Gaston County, North Carolina",2592,711,4.1,2592,76,527,955,28,955,21,870,170,1837,48
1400000US37071032509,37,71,37071032509,"Census Tract 325.09, Gaston County, North Carolina",2740,353,1.3,2740,115,324,948,50,948,0,855,121,1719,75
1400000US37071032510,37,71,37071032510,"Census Tract 325.10, Gaston County, North Carolina",2045,233,1.3,2045,174,338,830,17,830,0,826,72,1506,34
1400000US37071032600,37,71,37071032600,"Census Tract 326, Gaston County, North Carolina",3816,558,1.6,3816,114,728,1431,48,1431,0,1109,142,2618,77
1400000US37071032702,37,71,37071032702,"Census Tract 327.02, Gaston County, North Carolina",2313,750,1.5,2313,62,555,1102,192,1102,10,445,61,1851,235
1400000US37071032703,37,71,37071032703,"Census Tract 327.03, Gaston County, North Carolina",2361,797,9.7,2361,149,292,982,130,982,3,486,106,1548,249
1400000US37071032704,37,71,37071032704,"Census Tract 327.04, Gaston County, North Carolina",3816,1457,1.1,3816,198,925,1721,177,1721,20,625,68,2562,151
1400000US37071032801,37,71,37071032801,"Census Tract 328.01, Gaston County, North Carolina",2378,866,0,2378,76,602,1068,307,1068,19,304,69,1805,426
1400000US37071032802,37,71,37071032802,"Census Tract 328.02, Gaston County, North Carolina",3785,1893,5.9,3785,308,798,1790,284,1790,99,822,311,2600,611
1400000US37071032900,37,71,37071032900,"Census Tract 329, Gaston County, North Carolina",4163,2459,10.2,4163,352,453,1469,284,1469,43,537,154,2385,132
1400000US37071033100,37,71,37071033100,"Census Tract 331, Gaston County, North Carolina",2975,1594,8.9,2975,249,368,1154,222,1154,15,568,136,1795,532
1400000US37071033202,37,71,37071033202,"Census Tract 332.02, Gaston County, North Carolina",2348,707,3.8,2348,92,302,923,119,923,37,724,206,1739,282
1400000US37071033203,37,71,37071033203,"Census Tract 332.03, Gaston County, North Carolina",2908,1535,19.8,2908,218,380,964,191,964,82,528,191,1881,319
1400000US37071033204,37,71,37071033204,"Census Tract 332.04, Gaston County, North Carolina",3348,1679,9.8,3348,389,530,1273,313,1273,95,689,211,2112,442
1400000US37071033303,37,71,37071033303,"Census Tract 333.03, Gaston County, North Carolina",3572,508,0.7,3572,170,791,1332,33,1332,0,1174,175,2585,141
1400000US37071033306,37,71,37071033306,"Census Tract 333.06, Gaston County, North Carolina",1388,35,4.4,1388,76,225,550,74,550,0,503,61,1053,112
1400000US37071033308,37,71,37071033308,"Census Tract 333.08, Gaston County, North Carolina",1270,369,2.5,1270,28,202,544,65,544,0,431,140,960,96
1400000US37071033309,37,71,37071033309,"Census Tract 333.09, Gaston County, North Carolina",1964,380,0,1964,124,321,741,10,741,0,599,89,1407,154
1400000US37071033310,37,71,37071033310,"Census Tract 333.10, Gaston County, North Carolina",2033,1004,3.7,2033,46,343,759,93,759,90,551,147,1520,185
1400000US37071033311,37,71,37071033311,"Census Tract 333.11, Gaston County, North Carolina",614,13,1.4,614,36,99,244,35,244,0,209,54,418,45
1400000US37071033312,37,71,37071033312,"Census Tract 333.12, Gaston County, North Carolina",4279,710,2.3,4279,267,571,1443,13,1443,0,1170,128,2920,184
1400000US37071033313,37,71,37071033313,"Census Tract 333.13, Gaston County, North Carolina",2024,354,4,2024,36,553,769,30,769,0,694,134,1414,90
1400000US37071033400,37,71,37071033400,"Census Tract 334, Gaston County, North Carolina",2722,427,6.3,2722,145,452,1208,202,1208,54,738,169,2075,661
1400000US37071033501,37,71,37071033501,"Census Tract 335.01, Gaston County, North Carolina",2812,553,8.9,2812,167,478,1071,138,1071,0,832,111,1962,214
1400000US37071033502,37,71,37071033502,"Census Tract 335.02, Gaston County, North Carolina",2220,162,0,2220,183,529,923,67,923,19,723,118,1677,194
1400000US37073970100,37,73,37073970100,"Census Tract 9701, Gates County, North Carolina",3623,1056,2.9,3623,174,1018,1688,312,1688,0,1299,180,2741,263
1400000US37073970200,37,73,37073970200,"Census Tract 9702, Gates County, North Carolina",3802,1828,11.2,3802,105,714,1364,127,1364,58,1158,376,2879,345
1400000US37073970300,37,73,37073970300,"Census Tract 9703, Gates County, North Carolina",3159,1059,16.3,3159,87,465,1087,165,1087,0,762,183,2099,214
1400000US37075920100,37,75,37075920100,"Census Tract 9201, Graham County, North Carolina",2310,127,8,2310,64,584,900,85,900,0,772,93,1790,286
1400000US37075920200,37,75,37075920200,"Census Tract 9202, Graham County, North Carolina",2163,53,9.8,2163,150,449,855,105,855,0,791,179,1540,226
